client_id,Cluster
101875,0
113610,0
177543,0
42041,1
139396,0
19406,4
144007,1
30343,1
4994,0
78821,3
14871,3
44636,2
150458,3
170796,1
153569,3
57863,1
132274,1
120914,0
76948,0
90809,1
158961,1
162815,1
121232,1
73196,1
94938,1
24489,1
126582,1
30131,1
82032,0
31045,1
156821,1
157597,0
160777,1
177285,1
118974,1
176607,0
157844,3
27833,1
162759,3
116822,1
52635,1
57784,1
74762,3
38363,1
61306,1
133408,0
54579,0
65823,0
132862,1
116668,1
169771,0
70443,0
21245,0
82634,0
97450,0
54558,0
147610,0
5723,3
33841,3
156807,0
4531,3
95007,1
134342,1
21692,1
126881,1
58971,1
169240,0
52935,1
58290,3
163351,1
30348,3
119273,1
51337,3
143875,1
118420,0
6126,3
30706,1
165369,1
91932,1
8900,3
137197,0
4955,1
78964,1
99916,0
39443,3
144265,0
123584,3
171622,0
60524,1
48287,0
128730,1
135395,0
164470,0
170455,0
53995,1
165934,1
33192,0
115006,0
75168,1
49,1
162514,0
56055,1
1044,0
146035,0
95174,1
34580,0
23631,0
149345,1
75484,1
54694,3
51762,1
96074,0
112770,1
117558,0
127038,0
165344,1
102480,3
36733,1
106677,0
170558,3
127534,0
127049,1
170975,0
166233,1
79534,1
30074,1
176765,0
129327,3
119150,3
14974,3
62749,1
29983,0
102515,3
40540,1
43845,0
64338,0
144649,0
32824,0
116670,1
69725,0
138318,1
16826,0
168111,1
15960,3
33039,1
24760,3
23574,1
99288,0
20367,1
81107,1
127258,1
9769,0
155159,0
96158,3
120764,0
169776,0
51450,1
93712,1
136202,0
71345,1
125887,0
173077,1
71826,1
159987,1
94261,1
38570,1
52477,3
164951,0
152342,0
109650,0
176556,1
55892,1
1496,1
85135,1
64978,1
81206,0
11057,1
67254,1
68892,1
16626,0
167712,1
73788,0
23106,1
106918,0
6424,0
35657,3
110547,0
147352,0
19656,0
63220,4
95816,3
71317,3
170007,1
22238,0
61946,1
494,1
47255,0
11519,1
6757,1
110571,0
1040,0
150060,0
150841,1
75527,3
173041,3
42614,1
156824,3
42561,0
59176,0
131002,1
37071,1
148977,1
135717,1
25867,3
122140,1
148921,3
86156,0
46633,1
32099,0
154873,3
50411,0
104956,1
77012,0
149847,1
18894,0
74472,0
158412,0
51724,0
109198,1
97481,1
39238,0
140917,1
100060,1
78148,1
69525,1
84946,3
160401,0
99545,0
49822,0
94090,1
101212,0
171812,1
67199,1
50833,1
111819,3
160296,1
173382,0
34181,1
145186,0
90826,0
144297,1
934,1
32274,1
49469,3
74820,1
110260,1
158514,1
152018,1
116760,1
71696,1
68226,0
34256,1
36219,1
120541,1
63787,0
32041,1
133042,1
108058,1
14476,3
170578,3
1497,1
145718,3
52163,3
92438,4
139179,4
126233,3
61116,1
136222,1
73772,1
93786,1
143671,1
43445,0
115913,0
18629,3
153241,0
95729,1
21647,1
31243,1
135799,1
31513,0
93439,0
175211,0
43637,3
43861,0
4094,0
123731,1
155045,0
11183,0
35833,0
165733,3
107669,1
90135,3
149462,1
18179,1
58991,3
159907,1
149140,1
7331,0
104061,1
75445,3
137613,3
107077,3
11953,0
103374,0
109716,1
127364,0
66517,0
51051,1
52269,1
32801,1
50179,3
149470,3
170859,0
137890,3
174771,1
150065,1
107046,1
14377,0
135135,0
45510,0
162956,0
51752,0
159747,0
2137,0
167364,0
95247,0
139028,0
88293,1
109228,1
31404,1
120406,1
19996,0
40296,0
89735,3
82877,1
92518,1
114567,0
12238,0
54579,0
17032,1
64549,1
42186,0
177300,3
50265,1
27275,0
28992,1
33680,1
23180,0
98510,1
132287,0
27441,3
32082,1
90154,1
26495,1
126976,4
55388,1
117172,1
130668,0
80125,0
60626,0
162992,0
59421,0
20537,1
159116,1
138959,3
22607,0
91989,3
49792,0
163963,0
128233,0
168886,1
66936,3
102599,4
66555,0
111729,0
28810,3
161051,1
105803,1
128932,1
106108,1
39149,1
29657,1
166092,1
9168,3
129186,4
88030,0
32108,1
93205,0
41006,3
176191,3
161610,1
132363,0
99992,4
149511,0
12591,1
110447,0
111041,0
122084,0
39727,3
120361,1
75969,0
97025,0
142071,0
68461,0
79874,1
42861,0
144606,0
36947,3
102760,3
627,4
124643,3
142046,0
110988,1
168623,0
157023,1
9942,1
119647,1
115450,1
144504,1
139892,1
43597,0
140359,1
72272,3
155976,0
49949,0
85840,0
15787,0
22647,3
157572,3
29247,3
107824,0
104358,1
166786,1
57362,0
94567,1
14460,1
126083,1
10144,1
25493,3
33496,0
170742,3
60959,3
108108,1
9616,3
38084,1
59732,1
61331,1
124709,1
95556,0
87921,3
53188,1
63341,3
155247,3
106535,0
174304,1
14038,1
69452,3
40312,1
150228,0
128582,3
80957,1
158450,0
158103,0
35916,1
139422,1
139937,0
112278,0
14174,0
54963,3
32275,1
121133,3
139483,3
58170,1
146322,1
65393,1
8826,1
168129,0
58502,3
66518,0
61622,1
101096,1
87732,0
47887,1
149647,0
132385,0
76343,1
115662,3
45547,3
141970,0
157588,0
51495,0
167356,0
4210,3
28653,0
75439,1
97562,0
10073,1
36523,1
74967,4
6074,3
113019,1
104709,0
48875,1
128571,0
70968,1
165635,3
67856,1
64882,1
134465,0
91412,1
44898,1
149057,3
80213,0
156879,0
26775,3
158037,1
110259,3
111862,1
159224,0
109326,1
64618,1
174341,1
120196,0
138193,1
162305,0
52864,0
144253,1
51570,1
85529,0
137619,1
33176,3
3784,3
55929,3
63002,0
7574,0
340,1
86529,0
103052,0
105474,0
116626,1
55119,0
48673,0
168844,1
37132,0
174790,0
173174,3
25231,1
159858,1
6956,1
123020,3
90936,0
165223,3
154473,3
137806,1
131874,2
102743,1
112352,4
129823,0
28969,0
99574,1
123808,3
24941,0
22123,0
78129,4
109860,0
102963,0
111230,0
171726,0
45450,1
99588,1
177222,0
151717,0
80729,0
123845,1
6992,0
2528,0
90429,3
45419,1
152819,0
17268,0
83699,1
124319,1
167203,1
51377,0
154872,1
48875,1
88867,1
140208,3
80287,1
142524,3
62155,1
151269,0
28785,1
6525,0
117378,0
149600,0
161488,3
101831,1
163535,0
94918,1
37657,3
127396,0
45606,1
10610,3
145127,0
159017,1
4807,1
49187,0
57979,1
14597,3
42079,0
114469,1
71680,3
71914,0
63352,0
34755,1
96759,0
32648,1
96634,1
113616,1
99959,1
78905,0
38348,1
47620,0
129874,0
488,3
92403,0
56478,3
92500,3
13040,0
45907,3
75780,1
156398,3
111082,0
141516,1
18244,0
96446,3
70571,0
32064,1
127462,1
140151,0
102754,1
170012,1
161163,1
169162,3
63496,1
177114,1
48657,0
25651,1
133784,3
149152,0
55271,0
109481,1
78754,0
12074,0
83082,1
888,3
38643,1
109795,0
126649,0
163278,1
106471,0
63838,1
71708,1
19076,0
59813,0
140246,3
133656,1
28032,3
63352,0
80406,0
43916,1
175901,3
136042,1
49535,3
81424,0
36736,3
113281,3
167784,0
108097,3
69721,1
44310,1
60081,0
112352,4
60675,1
37803,0
129311,1
22686,1
137459,0
48741,1
158279,1
155840,0
176689,1
136319,1
78332,0
166917,0
87902,3
128882,1
94970,0
5369,0
94022,3
15037,1
166929,0
93438,0
128527,1
131033,1
146040,0
105205,1
124643,3
177809,3
125370,0
28099,4
97800,1
154712,0
15620,0
56519,0
79991,4
1464,0
65035,1
80997,1
29957,0
112679,1
164557,0
10276,0
88964,1
133741,0
173254,0
163269,1
166383,0
43728,1
79570,1
156321,3
81824,3
158200,0
16755,0
56166,1
130241,1
63110,0
78281,1
96977,3
83398,0
162501,1
149260,1
46420,0
123570,3
72975,3
14520,2
149601,3
122710,3
135714,1
116967,1
129917,1
106095,1
159682,3
123384,3
24110,1
67241,0
120222,0
57161,1
129035,0
176932,4
56353,1
42102,1
32673,3
118923,0
87790,0
114296,1
150273,1
94373,0
15817,3
93539,0
27735,0
57929,0
134677,1
25810,0
3037,1
22329,1
21809,0
168566,3
104541,0
44560,1
125479,1
7844,3
96431,1
57526,1
114674,0
102834,0
41084,1
63184,1
166917,0
153863,1
119041,0
2569,1
77629,0
159524,1
90721,1
10119,1
62512,1
156104,0
24849,0
24110,1
111465,0
64040,1
90267,1
89068,3
150379,1
162100,3
15011,0
154927,0
33038,1
55914,1
157393,0
176597,0
114026,3
29090,3
25020,3
5454,0
19604,0
175651,3
981,1
75403,0
113510,3
120419,3
70229,1
102088,1
167410,0
113829,0
35438,0
82747,0
15725,0
173667,1
37722,0
24453,0
43766,1
46252,0
26848,3
140059,3
57148,0
74128,3
54365,0
5811,1
67467,1
165380,0
67464,3
84937,1
63211,0
38616,1
18992,3
34630,1
104076,0
176553,0
49890,1
41609,1
97057,3
135052,0
72521,3
103407,0
767,0
125033,1
75926,3
90816,0
32841,1
15456,1
98701,0
73948,1
29930,1
175508,0
159891,3
164371,1
101108,0
172382,0
11630,1
97143,0
14169,1
156709,3
152358,0
128387,3
134535,1
25943,1
58800,0
128334,0
101314,1
105387,0
10065,3
70382,1
28158,1
116461,1
8911,0
140391,1
133561,1
87993,0
40919,1
57134,1
26868,0
128840,0
99992,4
62749,1
67174,1
104014,0
21435,1
110501,1
8070,0
94095,3
18790,1
77299,3
66547,1
26645,0
23941,1
157247,0
39177,1
17172,0
61100,1
167099,3
103609,1
49448,1
50844,1
15497,1
152505,3
31429,1
78070,1
125103,3
33032,1
167725,1
154766,1
79199,1
132274,1
131449,1
35113,0
125232,0
21469,0
13798,3
83962,0
79870,0
77212,0
147809,0
160473,0
12196,1
58063,0
107406,1
111912,0
151611,0
126195,3
141024,3
95866,1
144799,0
17592,3
83308,1
174861,1
113385,1
136355,0
15055,3
140346,0
19294,0
100037,0
26964,0
18761,3
41089,0
27546,3
157712,1
93611,0
29508,1
143997,1
49950,1
126380,0
13212,1
55924,1
59028,0
131004,0
138830,0
134277,3
69132,3
4701,1
51451,1
127144,0
3824,0
54113,3
40065,3
64340,1
77629,0
120428,1
119318,0
133491,0
2481,0
48207,0
38414,0
171121,1
61421,0
134171,3
135710,0
127786,0
19100,0
6362,0
57998,0
33160,3
133685,1
109594,0
56080,1
70827,3
87852,1
142225,0
73331,0
25736,1
40160,3
35091,4
144116,3
58662,0
35181,1
61974,1
86043,3
80766,0
103567,3
1944,3
175765,1
34126,1
7627,0
12599,1
42970,1
101706,0
50139,0
157700,3
47232,0
68670,1
16839,1
18828,3
25598,1
141814,1
77621,1
25449,0
94395,3
139632,3
153729,1
101096,0
12338,1
106599,3
173490,1
26237,3
150163,1
94649,3
18359,1
10451,3
96781,0
26038,3
81600,3
6099,1
136855,1
96580,3
2373,4
11620,1
161111,0
131578,0
151044,0
104172,1
128876,1
3942,1
134094,0
147890,0
125629,1
58414,1
117210,1
112243,1
174625,0
117801,0
95897,3
104361,0
74029,1
101630,0
88440,1
26528,1
45069,0
175959,0
106903,0
133071,3
55159,3
37603,0
129301,1
136668,3
141605,1
138907,0
90512,0
101286,3
64321,1
59034,1
112542,0
142892,1
555,0
67402,1
175778,3
32386,0
64523,1
73687,0
150614,1
140498,1
48900,0
47639,1
45927,1
1481,3
157470,0
168289,3
16655,0
125823,3
120773,1
50586,0
71619,3
175359,0
99938,1
39912,1
95699,0
79066,0
160879,0
129770,1
96996,1
24031,1
102818,0
91584,1
65352,1
35130,3
74411,1
166552,1
37906,1
96043,3
77952,1
37288,0
160780,1
156506,0
77199,0
122875,0
112504,1
129217,3
16910,2
164681,1
168405,4
43305,0
110772,1
113030,3
99249,0
3663,1
123542,3
149654,1
102785,0
63485,0
91098,0
155518,1
43494,0
12015,1
34378,1
6523,0
157926,1
135110,3
26935,0
78944,1
153697,1
72887,1
95566,1
163653,1
106369,0
176706,0
78465,3
97277,4
20158,0
45169,3
12810,1
96043,3
125107,0
89718,1
56652,1
37824,0
153397,3
109001,0
63220,4
54469,1
76673,0
123858,3
83831,0
141966,0
32344,0
6667,1
149166,3
148261,0
153190,1
125779,3
176459,1
69695,0
168971,3
168723,3
109804,1
112528,0
128937,1
69781,1
20790,1
14284,3
116508,0
162839,3
174986,0
94534,1
126609,1
81277,3
152407,1
106802,1
138154,3
170955,3
65052,1
109589,1
168408,1
121347,0
177197,3
112655,0
142455,1
10864,0
98052,1
107205,3
76782,0
133168,3
90300,1
133394,0
56106,1
19840,1
118041,1
43839,1
109158,1
23206,3
174599,0
162056,0
149824,0
153392,3
35091,4
168990,0
137259,0
49844,0
97787,3
40818,3
10941,0
1980,1
87154,0
141311,0
68541,0
171932,1
3503,3
27856,1
145411,3
170454,3
44878,0
70099,0
47386,1
83665,0
44120,1
144405,0
109559,0
143377,0
80663,3
1751,0
69439,1
67910,0
107710,0
18591,1
17110,1
75801,3
29356,1
132101,1
133884,0
37894,1
28878,0
105201,3
20712,0
131594,1
85480,0
89375,1
80171,1
123772,0
1983,1
97586,1
172220,0
116785,0
171335,1
67611,0
86942,1
12883,3
122176,1
117306,3
74615,0
170319,1
61042,0
101883,3
166265,1
73503,0
173873,0
10940,1
19646,1
11975,0
57842,0
24056,0
54353,1
3517,1
31953,1
110181,0
125642,1
141237,1
55098,1
106260,0
53606,0
40052,1
101826,0
92483,1
89358,1
28419,1
29508,1
171877,1
93878,1
48495,1
137589,0
84159,1
59122,1
52910,1
140626,0
125693,1
108759,0
121686,0
26348,0
145931,3
157071,3
98821,1
15889,3
72841,1
68189,1
75252,1
60781,0
137916,0
61084,3
67405,1
147151,1
124988,0
174247,0
155900,0
128452,0
144035,1
3314,3
62262,0
77926,1
20552,3
92997,1
82372,0
74226,0
156386,0
88863,0
9304,1
19968,3
81152,1
168619,1
17542,1
177195,3
85602,3
84541,1
47454,1
25002,0
25539,4
35091,4
12047,1
165517,0
41908,0
125561,1
118775,0
147753,0
146795,3
116628,1
84202,1
65601,1
161653,0
51205,1
14937,0
140954,0
125112,0
113993,1
67771,1
53964,1
1809,1
51739,1
55620,1
263,0
37513,3
121191,1
97787,3
119371,3
168892,0
136980,0
112454,0
159903,1
153928,0
131193,3
116727,0
142755,1
24567,0
162681,0
175765,1
62432,1
74621,1
105268,3
16987,3
110314,0
81979,0
42680,0
41238,0
144893,0
154248,0
128584,3
89190,3
28892,1
9610,0
80442,0
177755,1
127213,1
103754,0
18344,1
153716,1
6872,4
63573,3
151444,3
87080,3
58236,0
172035,1
68652,3
157549,1
119325,3
103301,0
41475,1
32296,0
46117,0
103720,1
89738,0
31341,1
152415,0
125019,0
146016,3
144705,0
3271,3
20384,0
109898,0
76674,0
33845,1
159017,1
22367,0
129967,1
174434,0
45996,1
145970,1
139931,1
18276,1
46801,0
76601,1
28521,0
13276,0
571,0
176307,3
79600,0
78133,0
16742,3
158095,1
136434,1
75885,0
67776,0
53402,1
176607,0
130541,0
166367,0
163443,1
83765,1
26827,1
151271,1
35250,1
34159,1
47019,0
149166,3
121433,0
103684,1
25539,4
132410,1
158884,1
164667,0
112541,0
4866,0
113809,0
1937,0
170973,3
7,0
147488,1
124862,0
3933,0
55587,1
85482,1
121648,0
175003,1
88831,1
129508,1
174201,0
167302,0
152732,3
53112,1
90182,1
101275,0
80585,0
11574,1
40556,3
129180,0
12963,0
42347,0
83587,1
69668,0
123564,3
135085,1
74001,1
64943,1
130556,1
109841,0
173103,1
79681,0
24302,0
77339,3
72138,1
20639,1
31311,1
122241,1
174649,3
27447,1
68190,1
121381,1
51803,1
7060,3
127783,4
36148,4
116636,1
176574,1
46211,3
58529,1
24822,3
103153,0
75511,1
22357,1
148157,1
149178,1
51644,1
80374,0
70595,0
59874,0
164044,0
16784,0
161771,0
30031,1
125479,1
91903,1
105523,0
13499,3
32084,1
85157,1
174027,1
67940,3
140982,1
163602,1
160020,1
51129,1
138338,3
176114,1
85431,1
47159,1
147972,4
38178,3
31572,0
27629,1
28286,1
1006,1
155757,0
133123,4
32582,0
55883,0
20614,0
144213,0
70496,1
11877,1
21023,0
162047,1
138001,3
143522,1
114733,0
91222,1
80974,1
174968,0
16093,1
108964,1
43088,3
49236,3
92708,0
116099,0
28698,0
163190,1
24771,1
86209,1
34943,0
11481,0
56505,3
131792,1
40155,0
91892,3
132337,0
71548,3
49999,0
98540,0
142940,0
52547,1
65948,0
86090,0
134710,0
135501,1
43861,0
25242,3
122625,0
1291,0
62744,1
71544,1
100184,0
120776,1
117349,1
135132,1
71363,1
38457,0
83468,1
82993,0
39528,0
154965,0
53367,0
19529,3
142218,1
26800,3
46071,0
53258,0
118364,0
102788,1
173020,3
156659,1
54620,0
20693,1
44515,4
121983,1
96166,1
49418,1
21033,3
100207,0
162557,1
154440,1
175059,0
10771,0
146753,0
95095,1
2779,0
71516,0
31801,3
86990,1
148306,1
63203,0
105993,3
97277,4
157433,1
160145,0
130933,1
141206,0
48421,1
59990,0
159444,0
134882,0
21311,3
123652,1
19717,1
163629,0
42471,0
55414,1
125035,1
95699,0
48917,0
62373,1
107573,0
25192,0
152495,0
76143,0
27738,0
83804,1
82871,3
30806,0
163593,1
108018,0
112143,0
11294,3
149159,1
83806,0
30162,0
11042,1
78208,1
45113,3
98263,1
116142,0
22552,3
62679,0
57997,0
20221,0
38861,1
173253,0
102300,4
142869,1
35113,0
165295,0
95877,0
25942,1
80652,1
118586,3
134676,1
153422,3
158857,1
118350,4
24363,0
108921,0
55815,1
145148,1
16497,4
68800,3
18055,1
154432,0
113975,0
50522,1
71016,3
65786,0
114614,0
19805,1
144006,0
39878,0
89182,1
105962,1
95029,0
34481,0
922,1
47746,0
151465,1
21529,1
127634,1
177858,0
123720,1
28142,0
83570,1
74607,0
5508,3
97677,0
81890,0
53966,1
13445,3
102236,0
146115,0
97951,3
23962,3
118662,1
125766,1
89308,0
70266,1
95699,0
140626,0
23315,1
101821,1
4374,1
171810,0
175018,1
120908,1
13150,0
61512,0
159759,1
112038,1
52456,1
26560,0
41940,1
139892,1
50808,3
87755,0
41643,3
88292,1
12119,1
108429,0
160292,3
151268,0
13316,0
49999,0
137532,0
19197,0
12745,0
176970,1
144925,3
62470,1
165773,3
17140,0
65298,0
104357,1
10913,1
159543,1
32964,3
115692,1
146401,1
128411,0
19734,0
117438,3
108066,0
113645,1
129727,1
174078,3
113855,1
22464,3
60937,0
160145,0
89657,0
130115,1
35057,1
88659,0
66983,1
134370,1
66975,1
125355,0
125821,0
129745,1
159949,1
119127,1
16702,1
37087,3
20143,3
126110,1
40348,3
113248,0
14520,2
160601,0
25020,3
1200,0
3725,1
3397,0
52102,0
129381,1
44783,0
21896,1
23272,1
100177,0
144963,1
1643,1
171914,3
142707,0
133004,0
166767,0
161224,4
102943,0
144938,4
101676,1
33392,1
102460,1
151523,1
109659,0
46813,1
61129,0
96200,3
82356,3
89295,3
153844,3
40390,1
150213,3
87296,1
106331,0
69269,1
170725,1
169378,1
36722,1
40901,0
48496,0
13750,1
98510,1
138770,1
176290,0
13048,0
149401,3
10180,1
155540,1
56406,1
100545,1
149315,0
87425,1
9432,0
104341,3
8495,0
91660,3
167155,0
102062,3
8526,3
25463,3
39341,3
76731,1
31163,3
48161,0
41520,0
98909,0
8250,1
63099,0
140783,1
165348,0
136644,1
80758,1
23078,3
115978,0
85787,1
68463,1
141470,3
93976,0
157125,1
83930,0
48393,1
85720,1
167757,0
26966,1
173313,1
151382,0
129361,0
4831,3
29527,3
161674,0
172522,0
171649,1
49469,3
93768,0
24583,1
27339,1
41864,1
82128,3
145186,0
36210,1
169607,0
87790,0
113197,0
111092,0
96520,1
166059,1
144723,1
1760,3
114879,1
171549,3
149397,0
157932,0
50496,1
162047,1
2636,0
52544,1
16910,2
61072,0
2665,0
9537,0
1901,0
148715,1
158952,1
137506,1
96547,0
151555,1
71803,1
147633,0
174139,1
132477,0
16586,0
44222,1
125851,1
16052,3
23016,0
24643,3
168299,1
111262,1
68857,0
157026,1
121631,0
8495,0
70967,1
129764,1
172119,0
68937,1
149819,0
98536,3
175585,1
130837,1
91270,3
65545,0
46030,0
157212,0
120345,1
38387,1
22471,0
46897,1
76821,1
43793,1
111127,0
90659,0
140878,0
98168,3
75706,1
121671,1
113234,0
42497,1
130842,0
28963,1
171455,0
158744,1
1282,3
44753,0
172280,0
25352,1
94451,1
152426,3
159377,3
96230,1
109221,1
161850,1
38599,1
140663,1
63110,0
28267,0
132880,0
169362,1
1973,0
30543,3
113445,1
90194,3
82196,0
112954,1
92012,1
38693,0
87099,0
96864,1
25243,1
81752,0
23253,0
123917,0
175848,0
95936,1
12999,3
40972,1
36495,3
96583,1
134216,3
23617,1
4955,1
121469,0
104648,1
19055,3
29017,1
63037,0
90221,1
40888,3
132073,0
106757,1
126007,1
104023,3
121025,1
70380,1
177104,1
79550,0
168405,4
92978,3
161202,0
63035,1
95042,0
118348,0
35091,4
120552,0
1711,1
124439,0
111271,3
43920,3
84147,0
80810,0
124888,0
167359,1
164864,1
990,1
17734,3
135948,1
44361,0
81372,0
96166,1
87703,0
134801,1
24607,0
145965,0
5811,1
37564,1
43730,3
160778,0
176790,0
139053,3
160702,3
33070,0
95305,1
176161,1
46288,0
103500,0
32999,1
106308,0
93231,0
114537,0
60467,0
43781,1
8973,0
67724,1
58886,3
95514,0
143145,0
111458,1
50344,0
7138,0
171010,0
105423,0
140344,1
143107,0
149304,1
106638,0
166737,3
78544,0
75125,1
290,3
146833,0
133570,1
138151,1
46565,0
125095,0
33976,3
97867,1
91887,1
6713,3
169589,0
30162,0
104991,1
165121,1
53791,0
121719,3
70519,0
20217,0
49501,1
78192,3
170659,3
26923,3
53146,0
94969,1
152869,1
34710,0
136932,1
149982,1
63668,1
25424,1
163098,0
177912,1
118535,1
69963,1
133741,0
4023,3
87038,0
49084,1
106180,0
36618,0
8766,0
75450,1
107886,3
99254,1
147966,4
140350,3
144166,1
106308,0
116161,1
30474,3
94970,0
134201,0
100184,0
135964,0
65361,3
74575,0
139528,1
305,0
135831,1
141854,1
83390,1
126439,0
160329,1
67474,0
94748,1
123229,1
88493,1
42924,0
157509,1
95396,1
158642,1
35644,0
73710,0
97578,0
18410,1
106788,3
125672,3
147773,3
33895,0
120872,1
176218,0
135176,3
113930,0
138505,0
51864,0
120988,0
81410,0
45860,0
39108,3
97094,1
